Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary
2014,2:44,"Tamanraset, Algeria",Ukraine Air Alliance,,Glascow -Tamanraset - Equitorial Guinea,Antonov An-12BK,UR-DWF,8345802,7,5,2,7,5,2,0,"The cargo plane crashed in the mountainous southeastern region of Algereia, 15 km south of the airport, shortly after taking off."
2014,19:45,"Mwanza, Tanzania",Safari Express Cargo,,Mwanza - Nairobi,Fokker F-27 MK 500,5Y-SXP,10681,3,1,2,3,1,2,0,"The cargo plane crashed within the borders of Serengeti National Park not far from the Kenya - Tanzania border, shortly after taking off from Mwanza."
2014,9:35,"Near Port Moresby, Papua New Guinea",Hevlift,,Woitape - Port Moresby,de Havilland Canada DHC-6 Twin Otter 300,P2-KSV,528,9,7,2,4,2,2,0,"While approaching Port Moresby Jacksons International Airport, the unscheduled passenger plane impacted terrain near the top of Mt. Lawes, 7 miles east northeast of the airport in poor weather. The pl;ane was too low for unknown reasons."
2014,1:56,"Wichita Falls, Texas",Air Evac Lifeteam,,"Waurika, OK - Wichita Falls, TX",Bell 206L,,,4,1,3,2,1,1,0,"The air ambulance crashed while transporting a patient from Waurika, Oklahoma to United Regional Health Center. The patient was killed and 3 crew members injured."
2014,3:00,"Near Uvira, Congo",Air Sirin,902,"Bujumbura, Burundi - Pointe Noire, Congo",Antonov An-26,4L-AFS,8606,6,0,6,6,0,6,0,The cargo plane impacted a mountainside while en route.
2014,6:18,Java Sea,AirAsia,8501,Surabaya - Singapore,Airbus A-320-216,PK-AXC,3648,162,155,7,162,155,7,0,"The aircraft went missing while en route from Suabaya to Singapore. Contact was lost about 40 minutes after taking off. Before contact was lost, the pilot requested a route change due to weather conditions. Preliminary indications are the plane ran into poor weather and stalled from FL320. The rudder travel limiter faulted 3 times during the flight. On the fourth fault the captain decided to try resetting the system by pulling circuit breakers as he had seen a maintenance technician do on the ground. This caused the autopilot to disengage causing the plane to bank 54 degrees. The the first officer, who was flying, became disoriented and was slow to correct the bank. He then put the plane into a steep climb that caused the aircraft to stall and eventually crash. Records show that the plane flew with that mechanical problem for 12 months preceding the accident."
2015,,"Near Abu adh Dhuhur Air Base, Syria",Syrian Air Force,,Damascus - Abu Adh Dhuhur,Antonov An-26,,,37,35,2,37,35,2,0,"The army transport crashed while attempting to land in fog after hitting electric lines. The Al Nursa front, claimed that it shot down the aircraft."
2015,10:55,"Taipei, Taiwan",Transasia,235,Taipei - Kinmen,ATR 72-600,B-22816,1141,58,53,5,43,39,4,0,"After the aircraft took off, it climbed to 1,300 feet, turned left and began losing altitude and speed. It then, banked to 90 degrees, the wingtip striking a taxi on a roadway and crashed into the Keelung River, coming to rest inverted. The pilot  mistakenly throttled down a still-running engine following a glitch with the other engine. Pilot error."
2015,,"Villa Castelli, Argenina",Private,,,NULL,,,10,8,2,10,8,2,0,Three French sports figures participating in a reality show were killed along with seven other people when the two helicopters filming the show collided.
2015,10:53,"Near Digne-Les-Bains, France",Germanwings,9525,"Barcelona, Spain - Dusseldorf, Germany",Airbus A320-211,D-AIPX,147,150,144,6,150,144,6,0,"The jetliner crashed in a remote mountainous area of southern France. The plane was obliterated with no wreckage larger than a small car. According to a flight tracker, the plane fell from 38,000 ft. to 11,400 ft. in eight minutes. The aircraft impacted the ground at a high rate of speed.The copilot locked the captain out of the cockpit and put the plane into a controlled descent until it impacted the ground."
2015,13:43,"Ella Lake, Alaska",Promech Air,,Sightseeing,de Havilland DHC-3T Vazar TurbineOtter,N270PA,270,9,8,1,9,8,1,0,"The Twin Otter crashed while on a sightseeing tour carrying cruise ship passengers. The plane impacted a granite rock face cliff near Ella Lake, about 25 miles northeast of Ketchikan."
2015,11:48,"Medan, Indonesia",Military - Indonesian Air Force,,"Medan - Tanjung Pinang, Sumatra.",Lockheed C130-B Hercules,A-1310,3616,122,110,12,122,110,12,19,"The military transport crashed shortly after taking off from Soewondo Air Base. Two minutes into the flight, the crew radioed they were having engine problems and returning to the airport. Soon after, the plane went down in a populated area, hitting two empty buildings. The plane was carrying civilian relatives of military personnel."
2015,,"Near Agustin Codazzi, Colombia",Military - Colombia Air Force,,Palanquero AB -Valledupar,CASA CN-235-100,FAC1261,C-118,11,0,11,11,0,11,0,The military transport crashed while en route after the crew reported engine problems. The weather was reported to be poor at the time of the crash.
2015,8:45,"Ninia, Indonesia",Komala Air,,Wamena - Ninia,Pacific Aerospace,PK-KIG,650-0151,6,4,2,1,0,1,0,"Strong winds forced the crew to enter a holding pattern for 40 minutes. While attempting to land, the pilot touched down half-way down the runway and was unable to stop within the remaining distance. The plane overran the runway and went down an embankment before coming to rest. The copilot was killed."
2015,14:55,"Tangok mountain, Papua",Trigana Air Service,267,Jayapura- Oksibil,ATR 42-300,PK-YRN,102,54,49,5,54,49,5,0,The passenger plane crashed into Tangok mountain located in a remote area of Papua's eastern most provence. There was no distress call from the aircraft. High winds and heavy rain was reported in the accident area.
2015,19:08,"Off Dakar, Near Dioubel, Senegal",Senegalair,71,Ouagadougou - Dakar,Hawker Siddeley HS-125,6V-AIM,257062,7,5,2,7,2,5,0,"The air ambulance went missing while on a medical flight. Seven people were on board, including two pilots from Algeria, a flight engineer from Congo, three Senegalese medical crew and a French patient."
2015,6:24,"Iliamna East Wind Lake, Alaska",Rainbow King Lodge,,Iliamna - Remote lake,de Havilland Canada DHC 3T Turbine Otter,N928PK,61,7,6,1,3,3,0,0,"While on the way to a remote fishing site, the non-sceduled passenger float plane crashed in trees as it attempted to take off. Three of the passengers were killed. The pilot's decision to depart in dark night, visual meteorological conditions over water, which resulted in his subsequent spatial disorientation and loss of airplane control."
2015,0:19,"Jalalabad, Afghanistan",Military - U.S. Army,,Jalalabad - Bagram,Lockheed C-130J Hercules,Aug-74,5648,11,5,6,11,5,6,2,"The military transport crashed while taking off from Jalalabad Airport. Five crew members, 5 passengers and 2 on the ground were killed. The MPâ€™s placement of the hard-shell NVG case in front of the yoke blocking forward movement of the flight controls, the distractions experienced by the MP and MCP during the course of the ERO, and the misidentification of the malfunction once airborne."
2015,14:29,"Near Masamba, Indonesia",Avistar Mandari,7503,Masamba - Makassar,de Havilland DHC-6 Twin Otter,PK-BRM,741,10,7,3,10,7,3,0,The aircraft went missing minutes after talking off from the airport. Seven passengers and three crew were on board. Wreckage was located on Mount Latimojong.
2015,8:30,"Near Ilaga, Indonesia",Trigana Air Service,,Timik - Ilaga,de Havilland DCH-4T Caribou,PK-SWW,303,4,0,4,4,0,4,0,"The cargo plane carrying construction materials, hit the slope of a mountain in Iiaga Pass, 12 km south of Ilaga airport and disintegrated upon impact."
2015,6:13,"Near Hasna, Egypt",Metrojet,9268,Sharem el Sheikh - St. Petersburg,Airbus A321-231,EI-ETJ,663,224,217,7,224,217,7,0,"Approximate 25 minutes after taking off from Sharem el Sheikh airport, radar contact was lost with the airliner. Wreckage was found near Hasna in the north Sinai. The aircraft was flying at about 30,000 feet when contact with the plane was lost. The aircraft was brought down by a homemade explosive device in the left rear cargo hold. The improvised device was equivalent to 2.2 lbs of TNT."
2015,9:00,"Juba, South Sudan",Allied Services Limited,,Juba - Paloich,Antonov 12BK,EY-406,1347704,43,38,5,41,37,4,0,"The cargo plane had just taken off from Juba Airport when it had difficulty gaining altitude and crashed into a hill about half a mile east of Runway 13. South Sudan Authorities reported the aircraft was unable to climb because it was overload, and the captain reported to ATC prior to departure he was carrying 12 passengers."
2015,11:55,"  Fox Glacier, South Valley, New Zealand",Alpine Adventures,,Sightseeing,Aerospatiale AS 350B2 Ecureuil,ZK-HKU,1132,7,6,1,7,6,1,0,"The sightseeing helicopter crashed into a crevasse on Fox Glacier. The wreckage site was 2, 500 feet up the valley with debris scattered across hundreds of feet."
2015,10:15,"Near Igarka, Russia",Turuhan Avia,,Igarka - Krasnyi Selkub,Mil MI-8T,RA-2561,98206821/59,26,22,4,15,13,2,0,"Contact with the helicopter, which was heading to an oil pumping station, was lost 15 minutes after taking off. One of the pilots and a mechanic were among the crew members killed."
2016,0:20,"Akkajaure Lake, Norrbotten, Sweden",West Air Sweden,294,Oslo - TromsÃ¸,Canadair CRJ-200,SE-DUX,7010,2,0,2,2,0,2,0,"While en route, the crew of the cargo plan sent a unintelligible mayday message. The plane went into a near vertical dive and disintegrated on impact with the ground. The PC ,while flying at night, one Inertial Reference Unit failed and suddenly the instruments for the pilot flying showed the plane pitching steeply up, which he tried to correct.  Due to the plane's unusual attitude, the instruments went into a ""declutter"" mode, which among other things removed the indication that the two pilots' instruments were conflicting."
2016,," Near Mogadishu, Somalia",Daallo Airlines,3159,Mogadishu - Djibouti,Airbus A321-111,SX-BHS,642,72,72,NULL,1,1,NULL,0,Shortly after leaving Mogadishu Airport a loud bang was heard in the cabin. There was a loss of pressurization and the plane made an emergency landing back at the airport. A large hole was observed in the side of the fuselage. A bomb containing TNT was detonated in the cabin. The bomber was sucked out of the plane and killed.
2016,8:15,"Dana, Nepal",Tara Air,193, Pokhara - Jomsom,de Havilland DHC-6 Twin Otter 400,9N-AHH,926,23,20,3,23,20,3,0,"The plane crashed in the mountainous northern region of Nepal half-way through a 20 minute flight to Jomsom. The plane was relatively new. There was wind and dense fog at the time of the accident. It was determined that the crew deviated from the prescribed route to the left while descending to Jomsom due to the presence of clouds in the area. In doing so, the aircraft descended to 10,000 feet in clouds while flying under visual flight rules (VFR). When the GPWS warning sounded, the crew failed to react immediately and the aircraft hit a cliff at the altitude of 10,700 feet before coming to rest at the altitude of 10,982 feet."
2016,,"250 miles northwest of Kathmandu, Nepal",Kasthamandap Airlines,,Nepalganj - Jumla,PAC 750XL,9N-AJB,160,11,9,2,2,0,2,0,The plane went into a steep descent and crashed onto a field in the mountains of the Kalikot district. The plane was reported to be trying to make an emergency landing. Both the pilot and copilot were killed and nine passengers were injured.
2016,9:05,"Cox's Bazar, Bangladesh",True Aviation Ltd.,,Cox's Bazar - Jessore,Antonov AN-26,S2-AGZ,13408,4,0,4,3,0,3,0,"The cargo plane, carrying shrimp, crashed less than 5 minutes after taking off from Cox's Bazar Airport. The pilot declaired an emergency and tried to return to the airport but crashed into the shallow waters of the Bay of Bengal just offshore."
2016,14:30,"Fatima Pastaza, Ecuador",Military - Ecuador Army,,Training,IAI Attava 201,E-206,90,22,19,3,22,19,3,0,"The crew was conducting sky diving exercises when, an hour into the flight they radioed they were returning to base due to deuterating weather conditions. Shortly thereafter the plane went out of control and crashed in a wooded area. Nineteen passengers and the 3 pilots were killed."
2016,3:41,"	Rostov-on-Don, Russia",Flydubai,981,Dubai - Rostov,"	Boeing 737-8KN (WL)",A6-FDN,40241/3517,62,55,7,62,55,7,0,"At 2237, at Rostov-on-Don, the crew aborted a landing attempt to Runway 22 due to poor weather conditions. The plane was instructed to enter a holding pattern at 15,000 feet where it remained for a little under two hours. During a second landing attempt, at 3.4 miles from the runway and an altitude of 1,500 feet the crew executed a second go around and climbed to 3,975 feet, after which, the plane went out of control in a nose down attitude and hit the runway at high rate of speed and disintegrated."
2016,11:40,"Magdelen Islands, Quebec, Canada",Marquise Aviation Corp.,,Montreal - Iles-de-la-Magdelen,Mitsubishi MU-2B 60 Marquise,N246W,1552S-A,7,5,2,7,5,2,0,"The plane crashed while on approach to Iles-de-la-Magdelen Airport in poor weather conditions. Former Canadian cabinet minister Jean Lapierre, his wife, 2 brothers and sister were among those killed. All five were on the way to a funeral for Lapierre's father. The pilot was flying the plane too fast and too high while on approach to land. The pilot's decision to continue an unstable approach."
2016,15:30,"Near Pigeon Forge, Tennessee",Smoky Mountain Helicopters,,Sightseeing,Bell 206L,N16760,45081,5,4,1,5,4,1,0,The helicopter crashed in a wooded hillside while on a sightseeing flight..
2016,14:20,"Kiunga, Papua New Guinea",Sunbird Aviation,,Oksapmin - Kiungaraining,Britten-Norman Islander,P2-SBC,3010,12,11,1,12,11,1,0,"While on approach, the plane stalled and crased in a wooded area 1 km short of the runway. The accident took place in stormy weather.Three survived, but later died of their injuries. Possible engine failure."
2016,11:50,"Sorta, Norway","	CHC Helikopter Service",,Gullfflex B - Bergen,"	Eurocopter EC225LP Super Puma M2+"," 	LN-OJF",2721,13,11,2,13,11,2,0,The helicopter crashed on the rocky shores of Tuoy Island whle returning to Bergen from Oil platform Gullflex B. All 11 passengers and 2 pilots were killed. A video taken by an eyewitness shows the main rotor separating from the helicopter before it crashed.
2016,2:49,175 miles off the Egyptian coast,EgyptAir,804,Paris - Cairo,Airbus A320-232,SU-GCC,2088,66,56,10,66,56,10,0,"The plane was en route from Paris to Cairo, flying at an altitude of 38,000 ft. when it made a sharp 90 degree turn to the left, followed by a 360 degree turn to the right as it lost altitude. The aircraft crashed into the Mediterranean Sea approximately 175 miles off the Egyptian coast. Two days after the accident, it is confirmed that ACARS messages reported smoke on board, apparently in the lavatory and also in a technical compartment located under the cockpit."
2016,,"Bay of Bengal, Indian Ocean",Indian Air Force,,Chennai (Tambram AFB) - Port Blair,Antonov 32,K2743,809,29,23,6,29,23,6,0,"The aircraft was taking part in fire fighting in the region of Bayanday, when under unknown circumstances, it impact trees and crashed in a wooded area."
2016,7:42,"Near Lockhart, Texas",Heart of Texas Hot Air Balloon Rides,,Sightseeing Fentress Airpark, Kubicek BB85Z Hot Air Balloon,N2469L,,16,15,1,16,15,1,NULL,The hot air balloon struck power lines and crashed in a field. The pilot was likely impaired by opioids and sedatives when he ignored weather warnings and flew the ride into a power line.
2016,12:38,"Dubai, United Arab Emirates",Emirates,521,"Thiruvanthapuram, India - Dubai, UAE",Boeing 777-31H,A6-EMW,32700/434,300,282,18,0,0,0,1,"After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire."
2016,11:00,"Russian Mission, Alaksa",Hageland Aviiation,3190,"	Russian Mission- Marshall",Cessna 208 Grand Caravan,"	N752RV",208B5088,5,4,1,5,4,1,0,A midair collision occurred between a Cessna 208 and a Piper PA-18 Super Cub just northwest of Russian Mission Airport. Three on the Cessna and 2 on the Piper were fatally injured. Rough terrain complicated removal of the victims.
2016,7:20,Malta International Airport,AE Aviation,,Malta-Luqa - Malta-Luga,Swearingen SA277-AT Expditer,N577MX,AT-577,5,3,2,5,3,2,0,"Shortly after taking off, the plane banked to the right, lost altitude and impacted the ground just past the airport. French ministry officials on board were attempting to trace routes of illicit trafficking both human and drug, leaving Libya."
2016,22:00,"Near La Union, Colombia",LAMIA Bolivia,2933,"Santa Cruz, Bolivia - Medellin,Colombia",Avro RJ-85,CP-2933,E-2348,77,68,9,71,64,7,0,"The crew of the chartered passenger jet declared an emergency as it approached La Union, reporting they ran out of fuel and had an electrical failure. Soon after the plane impacted mountainous terrain approximately 22 miles south of Medellin. Members of the Brazilian Chapecoense soccer team were among those killed. Among the errors made which caused the crash were the decisions to let the plane take off without enough fuel to make the flight safely and then to not stop midway to refuel. The pilot also did not report the plane's emergency until it was too late. In addition, as the fuel was running out, they extended the flaps and gear just before the engines stopped, but this caused enough drag that they could no longer glide to the airport. Since the captain was part owner of the small airline, he was motivated to cut fuel costs because the company was in financial trouble."
2016,11:22,"Near Tanjung Pinanga, Indonesia",Indonesian Police,,Pangkal Pinang - Batam Island,M28 Skytruck,P-4201,,13,8,5,13,8,5,0,"The Indonesian police aircraft crashed in the waters off Kabupaten Lingga, Riau Islands during a 1.5 hour scheduled flight."
2016,16:20,"Near Havlien, Pakistan",Pakistan International Airlines,661,Chitral - Islamabad,ATR-42-500,AP-BHO,663,48,42,6,48,42,6,0,"While en route, the crew made a mayday call reporting they lost one of two engines. Contact was lost and the plane soon after crashed into mountains near Abbottabad and Havelian."
2016,6:10,"Near Wamena, Papua, Indonesia",Indonesian Air Force,,Timika - Warmera," 	Lockheed C-130H Hercules","  	A-1134",4785,13,10,3,13,10,3,0,The military plane crashed into mountainous terrain in an eastern section of the country while attempting to land at Warmera.
2016,17:23,"Puerto Carreno, Colombia",Aerosucre Colombia,,Puerto Carreno - Bogota,Boeing 727-2JOF,HK-4544,21105/1158,6,0,6,5,0,5,0,"After taking off on runway 24, the cargo jet failed to lift off properly, just cleared the perimeter fence, became airborne, turned to the right, lost altitude and crashed in an open field. One engine suffered a flame-out."
2016,5:27,"Near Adar, Russia",Russian Air Force,,Chkalovsky AB -Ader - Latakia,Tupolev 154B-2,RA-85572,83A-572,92,84,8,92,84,8,0,"The plane, carrying the Alexandrov Emsemble choir, reporters and service men, made a climbout out of Ader, turned back towards the coastline and crashed into the waters of the Black Sea about a mile offshore."
2017,7:19,"Bishkek, Kyrgyzstan",My Cargo Airlines (ACT Airlines),6491,Hong Kong - Bishkek - Istanbul,Boeing 747-412F,TC-MCL,32897/1322,4,0,4,4,0,4,35,"While approaching Bishkek for a fuel stop, the cargo plane crashed past the end of the runway destroying 23 houses. The weather at the time of the accident was freezing fog."
2017,9:00,"Melbourne, Victoria, Australia",Australian Corporate Jet Centres PTY. LTD,,Melbournen - King Island,Beechcraft B200 Super King Air,VH-ZCR,BB1544,5,4,1,5,4,1,0,"The charter flight was just seconds into it's flight when it was observed flying low, before it nose diving into a building at a shopping center and bursting into flames. The pilot made two mayday calls before the aircraft crashed. It is reported the plane suffered engine failure."
2017,11:20,"Istanbul, Turkey",Swan Aviation,,Istanbul - Bozuyuk,Sikorsky S-76C,TC-HEZ,760717,7,5,2,7,5,2,0,"The helicopter crashed on a highway after hitting a TV tower, six minutes after taking off. The helicopter was carrying an executive of the Eczacibasi group of companies, four of his Russian guests and two pilots."
2017,8:15,"Mautaer, Zimbabwe",ETA Air Charter,,"Beira, Mozambique - Harare, Zimbabwe",Britten-Norman BN2 Islander,C9-AOV,24,6,4,2,6,4,2,0,While en route the air transport plane collided with Mount Vumba in poor weather conditions.
2017,6:53,"Charleston, West Virginia",Air Cargo Carriers,,Louisville - Charleston,Shorts 300-200,N334AC,SH-3029,2,0,2,2,0,2,0,"The cargo plane was destroyed when it crashed while attempting to land on runway 05 at Charleston Yeager Airport. After touching down hard, the aircraft when off the left side of the runway and fell into a wooded ravine."
2017,14:02,"Tenzing, Nepal",Summit Air,409,,Let L-410UVP-E20,9N-AKY,2917,3,0,3,2,0,2,0,"The cargo plane crashed short of the runway threshhold whille attempting to land at Lukla-Tenzing Airport, coming to rest on a steep wooded area close to the airport perimeter fence. Both the pilot and copilot were killed."
2017,13:35,"Off Dawei, Myanmar",Military - Myanmar Air Force,,Myeik - Yangon,Shaanxi Y-8F-200W,5820,,122,108,14,122,108,14,0,"The transport plane carrying military personnel and their familiies, left Myeik for a return trip to Yangon. The aircraft was at FL 180 when contact by air traffic control was lost 29 minutes into the flight. The plane crashed about 20 miles west of Dawei in the Andaman Sea.  The aircraft climbed to FL180 and proceeded along the coast. It passed two areas with cumulonimbus clouds and the flight crew activated the wing anti-icing. At 13:31 hours an alarm was triggered, indicating engine air inlet icing. At the same time, while flying in the vicinity of another area with cumulonimbus clouds, cross wind increased from 8 knots to 42 knots. In these conditions the aircraft stalled and entered a spin. The flight crew failed to recover from the spin and the aircraft impacted the sea."
2017,10:15,"Mount Gambier, South Australia",Angel Flight,,Suttontown - Adelaide,Socata TB1-10 Tobago,VH-YTM,1518,3,2,1,3,2,1,0,The medical flight crashed 3 km south of Mount Gambier Airport in heavy fog. The plane had just taken off and was bound for Adelaide with a patient and her daughter. Angel Flight is used to help people in rural areas access medical treatment.
2017,16:00,"Near Itta Bena, Mississipi",USMC,,"Cherry Point, NC - El Centro, CA",Lockheed KC-130T Hercules,165000,382-5303,16,14,2,16,14,2,0,"While en route, the Marine Corps transport suffered an explosion and structural failure at 20,000 ft., spiraled down and crashed into a soybean field. The investigation determined the cause of the mishap to be an inflight departure of the number four blade from the number two propeller."
2017,7:30,"Near Kinshasa, Congo",Air Force of the Democratic Republic of the Congo,,"Kinshasa, - Bunia",Antonov An-12B,EX-001,5343606,8,5,3,8,5,3,0,The aircraft departed Kinshasa and crashed about 20 km NE of Kinshasa.
2017,17:15,"Near CuÃ­lo, Angola",Guicango,,Dundo - Luanda,Embraer EMB-120ER,D2-FDO,120082,7,4,3,7,4,3,0,"The air ambulance crashed en route shortly after the pilot reported a malfunction in the engine, followed by fire."
2017,8:30,"Abidjan, Ivory Coast",Valan International Cargo Charter,,Burkina Faso - Abidjan,Antonov AN-26-100,ER-AVB,3204,10,4,6,4,4,0,0,"The cargo plane, carrying French military cargo, crashed in shallow waters along the coastline while on final approach to Abidjan-Felix Houphouet Boigny Airport. The plane was carrying 6 Moldovan crew members and 4 French army personnel. Weather reports indicate that a thunderstorm was passing the airport at the time of the accident."
2017,8:00,"Empakaai, Tanzania",Costal Aviation,,Arusha - Serengeti,Cessna 208B Grand Caravan,5H-EGG,208B-0476,11,10,1,11,10,1,0,The chartered Cessna was flying tourists from Kilimanjaro to Arusha. The plane circled for 30 minuets due to poor weather conditions before crashing.
2017,18:15,"Near Fond-du-Lac, Saskatchewan",West Wind Aviation,,Fond-du-Lac - Stony Rapids,ATR42-320,C-GWEA,240,25,22,3,1,1,0,0,"Shortly after taking off, the aircraft lost altitude and descended into trees. All 22 passengers and 3 crew survived but there were several injuries. One passenger died two weeks after the accident.  During the descent, the aircraft encountered icing conditions and the anti-icing and de-icing systems were activated. When the de-icing and anti-icing systems were turned off, residual ice remained on portions of the aircraft."
2017,12:16,"Punta Islita, Costa Rica",Naure Air,,Punta Islita - San Jose,Cessna 208B Grand Caravan,TI-BEI,208B-0900,12,10,2,12,10,2,0,"The passenger plane crashed 10 minutes after taking off from Punta Islita into a wooded area. Ten American passengers and crew of 2 were all killed. On 1/12/2018 the companies Air Operator certificate was suspended,  According to a hotel worker that was at the airport during the departure, when the accident airplane took off, it did not make the same right turn as the prior airplane but continued on runway heading into terrain."
2018,,"	Zhengchang, Suiyang County, Guizhou Province",People's Liberation Army Air Force,,Training,Shaanxi Y-8GX-3,30513,,12,7,5,12,7,5,0,"While completing a training mission, the airplane crashed in unknown circumstances near the Zhengchang village, in the Guizhou Province."
2018,17:31,"Grand Canyon, Arizona",Papillon,,Sightseeing,Eurocopter EC 130B4,N155GC,7091,7,6,1,3,3,0,0,The helicopter was observed making strange manoeuvres before clipping a cliff which snapped off its tail end. The aircraft then plummeted 600ft to the base of a gorge. There were strong winds in the area at the time of the accident.
2018,14:31,"Argunovo, Russia",Saratov Airlines,703,Moscow - Orsk,Antonov AN-148-100,RA-61704,27015040004,71,65,6,71,65,6,0,"The regional airliner took off from Moscow at 1422. Six minutes later, after reaching an altitude of 6,000 feet, contact was lost with the aircraft. The plane then lost altitude at an accelerated rate until it impacted the ground and disintegrated. Wreckage was scattered over a wide area of over 1 km. Authorities confirmed the aircraft was intact until the time of impact. There were discrepancies between the air speed readings on the captain's side compared to the standby airspeed indicator."
2018,9:32,"Kohangan village, Iran",Iran Aseman Airlines,EP3704,Tehran - Yasuj,ATR 72-212,EP-ATS,391,66,60,6,66,60,6,0,"The airliner was on approach to Yasuj Airport and descending when it crashed into Mt. Dena, 14 miles north of the airport. Poor weather with fog was reported at the time of the accident.  The crew action which caused dangerous conditions for the flight.  Continuing to the Yasouj airport for landing against the operation manual of the company, due to low altitude ceiling of the cloud and related cloud mass. Descending to unauthorized altitude below minimum of the route and MSA."
2018,14:51,"Latakia, Syria",Military - Russian Air Force,,Kuweires Air Base - Latakia-Khmeimim Air Base,Antonov An-26,RF-92955/52,10107,39,33,6,39,33,6,0,"While on approach to Latakia-Khmeimim Air Base, the military transport plane crashed 1,600 feet short of the runway. The aircraft approached with a tail wind and was caught by a windshear on finals."
2018,19:08,"New York, New York",Liberty Helicopters,,Sightseeing,Eurocopter AS 350B2,N350LH,7654,6,5,1,5,5,0,0,The sightseeing helicopter suddenly lost power and crashed in the East River. Two passengers were killed. Three other passengers later died in the hospital.
2018,14:15,"Kathmandu, Nepal",US-Bangla Airlines,221,Dhaka - Kathmandu,de Havilland Canada DHC-8-402Q Dash 8,S2-AGU,BS4041,71,67,4,51,47,4,0,"After getting clearance to land, the aircraft was observed flying low. Soon after, the plane impacted terrain and caught fire. The cause of the accident was due to disorientation and  complete loss of situational awareness of the crew."
2018,8:00,"Boufarik AB, Algeria",Military - Algerian Air Force,,Boufarik AB - Bechar - Tindouf,Ilyushin 76-TD,7T-WIP,1043419636,257,247,10,257,247,10,0,The Algerian military plane crashed soon after takeoff in a field and burst into flames. The plane was totally destroyed.
2018,10:04,"NW of Philadelphia, Pennsylvania",Southwest Airlines,1380,New York - Dallas,Boeing 737-7H4,N722SW,27880/601,149,144,5,1,1,0,0,"While climbing to FL320, the No. 1 engine suffered an uncontained catastrophic failure. Shrapnel struck and broke a window which resulted in explosive decompression. A woman passenger sitting in the window seat was partially sucked out of the window. Passengers were able to pull her back in the cabin but she was reported in cardiac arrest and soon after died. The crew declared an emergency and landed safely at Philadelphia airport."
2018,11:30,"Port Wentworth, Georgia",Military - US Air Force,,Savannah - Tuscon,Lockheed HC-130H Hercules,65-0968,382-4110,9,0,9,9,0,9,0,A Porto Rico Air National Guard plane crashed onto a highway shortly after taking off from Savannah/Hilton International Airport. The aircraft went into a left bank and crashed to the ground. It was flying to Tucson where it was to be decommissioned. The aircraft was over 50 years old.
2018,12:08,"Havana, Cuba",Cubana (leased from Global Air),972,Havana- Holguin,Boeing 737-201,XA-UHZ,21816/592,113,107,6,112,106,6,0,"After taking off from runway 06 at Havana-José MartÃ­ Airport and while in the initial climb, the airliner initiated a right turn and then descended until it struck power lines and a railway track before disintegrating in a wooded area. The actions of the crew and their errors in the weight and balance calculations, which led to the loss of control and collapse of the aircraft during the takeoff stage."
2018,7:44,"Pretoria, South Africa",Rovos Air,,Test Flight,Convair CV-340,ZS-BRV,215,19,16,3,1,0,1,1,"Shortly after takeoff from runway 29, the left engine failed and the crew was unable to gain sufficient height. The captain was cleared to make an emergency landing. While approaching runway 29 from the east, the airplane went out of control, struck the roof of a building and crashed in a field located about 6 km southeast of the airport. The flight engineer was killed along with a person on the ground."
2018,16:55,"Flims, Switzerland",Ju Air,,Locorno - Dubendorf,Junkers JU-52,HB-HOT,6595,20,17,3,20,17,3,1,"The vintage aircraft crashed onto Piz Segnas mountain while on a sightseeing flight. The plane plunged almost vertically at high speed and crashed at an elevation of 8,000 ft."
2018,10:10,"Chuuk, Micronesia",Air Niugini,,Pohnpei - Chuuk,Boeing 737-8BK,P2-PXE,33024/1688,47,35,12,1,1,0,0,The aircraft was approaching for a landing at Chuuk/Weno Airport in rain when it landed in a lagoon 500 feet short of the runway. A passenger was found in the plane 3 days after the accident.
2018,6:31,"Off Jakarta, Indonesia",Lion Air,610,Jakarta - Pangkal Pinang,Boeing 737-MAX 8,PK-LQP,43000/7058,189,181,8,189,181,8,0,"The airliner crashed into the Jakarta Sea, 13 minutes after taking off from Soekarno-Hatta International Airport. It was on a short 1 hour flight to Pangkal Pinang. After taking off from runway 25L, the aircraft made a climbing left-hand turn after which the crew radioed a request to return too the airport. The aircraft then showed an erratic pattern of flight and began losing altitude until it crashed into the sea, 9 miles off the Jakarta coast. It was reported the plane had problems the night before on a flight from Denpasar to Jakarta.  It was found that there is a potential for repeated automatic nose-down trim commands of the horizontal stabilizer when the flight control system on a Boeing 737 MAX aircraft receives an erroneously high single AOA sensor input."
2018,2:53,"Georgetown, Guyana",Fly Jamaica Airways,,Georgetown - Toronto,Boeing 757-N23,N524AT,30233/895,128,120,8,1,1,0,0,"After taking off and reaching FL200, the crew reported a hydraulic problem and circled back to Georgetown Airport. The aircraft touched down on runway 06 but went off the runway and came to rest against the airport perimeter fence. Six people were injured. One person died of their injuries several days later."
